# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cpu_core/cycles/'
# Event count (approx.): 3777751798
#
# Overhead  Command  Shared Object      Symbol                                                                                                 
# ........  .......  .................  .......................................................................................................
#
     0.03%  p2pd     p2pd               [.] github.com/libp2p/go-netroute.(*router).RouteWithSrc
     0.03%  p2pd     p2pd               [.] runtime.notewakeup
     0.03%  p2pd     p2pd               [.] runtime.(*gcControllerState).memoryLimitHeapGoal
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8a6caa
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b69a36
     0.03%  p2pd     p2pd               [.] runtime.(*mLockProfile).recordUnlock
     0.03%  p2pd     p2pd               [.] runtime.duffzero
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a741a09
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79c473
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ec424
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae860
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79de75
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dd8b3
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bc6122
     0.03%  p2pd     p2pd               [.] io.(*nopCloserWriterTo).Close
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5ece9
     0.03%  p2pd     p2pd               [.] runtime.(*mcentral).uncacheSpan
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff4239
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72a9c1
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c628e1
     0.03%  p2pd     p2pd               [.] runtime.mapassign_faststr
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd5857
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899003bf
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae67e
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898622c5
     0.03%  p2pd     p2pd               [.] runtime.(*mspan).nextFreeIndex
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0faf1
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86bdd2
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a700aa0
     0.03%  p2pd     p2pd               [.] syscall.anyToSockaddr
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91af3e
     0.03%  p2pd     p2pd               [.] aeshashbody
     0.03%  p2pd     p2pd               [.] bufio.(*Reader).ReadSlice
     0.03%  p2pd     p2pd               [.] indexbytebody
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cec35
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79def5
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a25deb
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92e870
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a736050
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e055c
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c3c1
     0.03%  p2pd     p2pd               [.] time.Time.After
     0.03%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/host/basic.inferWebtransportAddrsFromQuic
     0.03%  p2pd     [nf_conntrack]     [k] __nf_conntrack_find_get
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c0ea96
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c89072
     0.03%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/host/basic.(*natManager).GetMapping
     0.03%  p2pd     [vdso]             [.] 0x0000000000000ae6
     0.03%  p2pd     [nvidia_uvm]       [k] 0x0000000000156a85
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a090c4
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a25f7
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a93799b
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89b53f
     0.03%  p2pd     [igc]              [k] igc_xmit_frame_ring
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6366fc
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899c10d6
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa000e6
     0.03%  p2pd     p2pd               [.] runtime.bgscavenge
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a3227
     0.03%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/net/connmgr.(*BasicConnMgr).background
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a635260
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c89140
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89fa2763
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a9375fb
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5b4fd
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b69a38
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa01690
     0.03%  p2pd     p2pd               [.] github.com/gogo/protobuf/proto.EnumName
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899530d2
     0.03%  p2pd     p2pd               [.] runtime.mapdelete
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdb025
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86c17c
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cb01a0
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89965204
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89b587
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c330
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cae260
     0.03%  p2pd     p2pd               [.] time.sendTime
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8992613b
     0.03%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/transport/webtransport.IsWebtransportMultiaddr.func1
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62e2ed
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a93707e
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8990eec7
     0.03%  p2pd     p2pd               [.] internal/poll.(*fdMutex).rwlock
     0.03%  p2pd     p2pd               [.] runtime.(*fixalloc).alloc
     0.03%  p2pd     p2pd               [.] net/http.(*Transport).connectMethodForRequest
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6e7dc3
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa011be
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d20e
     0.03%  p2pd     p2pd               [.] runtime.stackpoolalloc
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72bdfd
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ea0ddd
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79de6f
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bd486b
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6352cb
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e2f62
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89863cc2
     0.03%  p2pd     p2pd               [.] runtime.makeslice
     0.03%  p2pd     [nvidia_uvm]       [k] 0x000000000014a7b4
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898ac129
     0.03%  p2pd     p2pd               [.] runtime.(*stackScanState).getPtr
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5f2bc
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8a3fa0
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89862370
     0.03%  p2pd     [vdso]             [.] 0x0000000000000e40
     0.03%  p2pd     p2pd               [.] runtime.callers
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff4243
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec83e
     0.03%  p2pd     p2pd               [.] net.(*sysDialer).dialTCP
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a936d3c
     0.03%  p2pd     p2pd               [.] bufio.(*Reader).ReadLine
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a636833
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a7b6
     0.03%  p2pd     [kvm]              [k] pvclock_gtod_notify
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a4bc5
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72bdd2
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a151a
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c60760
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a61731f
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a0af7
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a324
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ba0d35
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89863cbd
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c199e6
     0.03%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a7bb
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b0c6
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89e9a48a
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0bbfe
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a04f7
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f1f294
     0.02%  p2pd     p2pd               [.] runtime.(*consistentHeapStats).release
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b133
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ead2e
     0.02%  p2pd     p2pd               [.] time.stopTimer
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5f248
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a608222
     0.02%  p2pd     p2pd               [.] runtime.gcComputeStartingStackSize
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae80d
     0.02%  p2pd     p2pd               [.] github.com/multiformats/go-multiaddr.ip4StB
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8cd83
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0e394
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c199d6
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62ba66
     0.02%  p2pd     p2pd               [.] runtime.resumeG
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a93797e
     0.02%  p2pd     p2pd               [.] runtime.mapassign_fast64ptr
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0bc15
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86c02a
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89942a94
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899c10b0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5df4b6
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a739de5
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a917c5e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd55b1
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998e96a
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898ac096
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8ac4b5
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5c34a
     0.02%  p2pd     p2pd               [.] net.(*IPNet).Contains
     0.02%  p2pd     p2pd               [.] runtime.(*scavengeIndex).alloc
     0.02%  p2pd     [vdso]             [.] 0x0000000000000b26
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a3669
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0bb53
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6176e4
     0.02%  p2pd     p2pd               [.] github.com/multiformats/go-multiaddr.ForEach
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89976b49
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ca252a
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd9289
     0.02%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/host/basic.(*BasicHost).updateLocalIpAddr
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79c480
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b128
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdafe1
     0.02%  p2pd     p2pd               [.] runtime.putempty
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a740cf7
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89fe9978
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6ceb58
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6fda10
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72ac2c
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89951e91
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dc445
     0.02%  p2pd     p2pd               [.] context.WithDeadlineCause
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6318b9
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899834fc
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a09010
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b0bb
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e0452
     0.02%  p2pd     p2pd               [.] net.(*ipv6ZoneCache).update
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a739dd8
     0.02%  p2pd     [nvidia_uvm]       [k] 0x000000000014a735
     0.02%  p2pd     p2pd               [.] net/http.newTransferWriter
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dbd26
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cec8c
     0.02%  p2pd     [nf_conntrack]     [k] nf_conntrack_tcp_packet
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89947784
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a93180d
     0.02%  p2pd     p2pd               [.] runtime.(*gcWork).balance
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa001d8
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8a9411
     0.02%  p2pd     p2pd               [.] net/netip.Addr.appendTo6
     0.02%  p2pd     p2pd               [.] runtime.(*gcControllerState).commit
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8a400e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0aaad8
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cb033f
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d270
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdafe8
     0.02%  p2pd     p2pd               [.] runtime.mapiternext
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8ac48a
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bd3d20
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0bbbf
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8d51
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b69981
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a330e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89947766
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a335
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5b3b5
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89942fdb
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a31f0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ec3c0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a2814
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92f006
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7afacf
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd7130
     0.02%  p2pd     p2pd               [.] context.(*cancelCtx).Done
     0.02%  p2pd     p2pd               [.] runtime.addspecial
     0.02%  p2pd     p2pd               [.] runtime.newstack
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72be76
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899383ff
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89943e0c
     0.02%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p-kad-dht/pb.(*ProtocolMessenger).GetClosestPeers
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c434
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6081fc
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79dc60
     0.02%  p2pd     p2pd               [.] runtime.usleep.abi0
     0.02%  p2pd     p2pd               [.] runtime.gcBgMarkWorker
     0.02%  p2pd     p2pd               [.] syscall.Close
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1cd76
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5c33c
     0.02%  p2pd     [igc]              [k] igc_update_stats
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a06e21
     0.02%  p2pd     p2pd               [.] runtime.malg
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a423c
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899cd579
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a729b6f
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0afb10
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898c8280
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89862275
     0.02%  p2pd     p2pd               [.] runtime.save
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ed0fd
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a0734
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd5930
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d690
     0.02%  p2pd     p2pd               [.] runtime.gorecover
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898cb957
     0.02%  p2pd     p2pd               [.] internal/poll.runtime_pollSetDeadline
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd56bf
     0.02%  p2pd     p2pd               [.] runtime.mput
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899e6db0
     0.02%  p2pd     p2pd               [.] net/textproto.canonicalMIMEHeaderKey
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a25dcd
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89864035
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a609e6d
     0.02%  p2pd     p2pd               [.] strconv.Atoi
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1c5b7
     0.02%  p2pd     p2pd               [.] runtime.(*timeHistogram).record
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b872c4
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a73ba80
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79d99b
     0.02%  p2pd     [nf_conntrack]     [k] hash_conntrack_raw
     0.02%  p2pd     p2pd               [.] sort.partition
     0.02%  p2pd     p2pd               [.] runtime.(*gcControllerState).resetLive
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5eee4c
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86c157
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bf3728
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8a429
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a69f420
     0.02%  p2pd     p2pd               [.] runtime.checkRunqsNoP
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dc43c
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd0e79
     0.02%  p2pd     p2pd               [.] runtime.sigfwdgo
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899e7fa0
     0.02%  p2pd     p2pd               [.] github.com/prometheus/client_golang/prometheus.constrainLabelValues
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89943c40
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bd47aa
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89954d52
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0bc18
     0.02%  p2pd     p2pd               [.] net/netip.Addr.appendTo4
     0.02%  p2pd     p2pd               [.] runtime.strhash
     0.02%  p2pd     p2pd               [.] github.com/libp2p/go-yamux/v4.(*segmentedBuffer).Len
     0.02%  p2pd     p2pd               [.] runtime.mapiterinit
     0.02%  p2pd     p2pd               [.] runtime.mapaccess2_fast64
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8f52b
     0.02%  p2pd     p2pd               [.] runtime.notetsleep_internal
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72a9a3
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7b8dc1
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72bd8e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a42e0
     0.02%  p2pd     [nvidia_uvm]       [k] 0x0000000000166460
     0.02%  p2pd     p2pd               [.] runtime.evacuate_fast64
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c841f8
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c60862
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae88c
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f4e0
     0.02%  p2pd     p2pd               [.] net.IP.IsMulticast
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bd4287
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a936fbe
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89976ffb
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1c7a4
     0.02%  p2pd     p2pd               [.] runtime.dodeltimer0
     0.02%  p2pd     p2pd               [.] runtime.cgoSigtramp.abi0
     0.02%  p2pd     p2pd               [.] github.com/libp2p/go-yamux/v4.(*Session).startMeasureRTT
